Gene,Metabolite,Correlation
Dapma7bEVm013516,594_2738616,-0.509364616
Dapma7bEVm013516,595_2924935,-0.50776607
Dapma7bEVm015039,55_00295529,-0.516570002
Dapma7bEVm014954,71_99878495,-0.538365055
Dapma7bEVm015011,71_99878495,-0.539208119
Dapma7bEVm015017,71_99878495,-0.523861571
Dapma7bEVm015023,71_99878495,-0.52437501
Dapma7bEVm015039,71_99878495,-0.528900475
Dapma7bEVm015046,71_99878495,-0.519890929
Dapma7bEVm015051,71_99878495,-0.540506221
Dapma7bEVm015052,71_99878495,-0.518840728
Dapma7bEVm015053,71_99878495,-0.547628301
Dapma7bEVm015067,71_99878495,-0.547279303
Dapma7bEVm015081,71_99878495,-0.531616319
Dapma7bEVm015082,71_99878495,-0.550079555
Dapma7bEVm015162,71_99878495,-0.535950795
Dapma7bEVm015167,71_99878495,-0.527644445
Dapma7bEVm015081,72_02804821,-0.504960268
Dapma7bEVm015162,72_02804821,-0.503229929
Dapma7bEVm014954,72_99554843,-0.539755875
Dapma7bEVm015011,72_99554843,-0.536884783
Dapma7bEVm015017,72_99554843,-0.515484986
Dapma7bEVm015023,72_99554843,-0.514772498
Dapma7bEVm015039,72_99554843,-0.525584199
Dapma7bEVm015046,72_99554843,-0.517579739
Dapma7bEVm015051,72_99554843,-0.536763392
Dapma7bEVm015052,72_99554843,-0.509779868
Dapma7bEVm015053,72_99554843,-0.553149265
Dapma7bEVm015067,72_99554843,-0.540688859
Dapma7bEVm015081,72_99554843,-0.533799635
Dapma7bEVm015082,72_99554843,-0.551964563
Dapma7bEVm015162,72_99554843,-0.53530883
Dapma7bEVm015167,72_99554843,-0.527293708
Dapma7bEVm015053,78_5376322,-0.508081132
Dapma7bEVm015082,78_5376322,-0.510123775
Dapma7bEVm015052,79_03601212,-0.506773716
Dapma7bEVm015053,79_03601212,-0.523917429
Dapma7bEVm015067,79_03601212,-0.510323074
Dapma7bEVm015081,79_03601212,-0.510501822
Dapma7bEVm015082,79_03601212,-0.527209654
Dapma7bEVm015167,79_03601212,-0.51141173
Dapma7bEVm015053,83_01755585,-0.516861645
Dapma7bEVm015081,83_01755585,-0.513694992
Dapma7bEVm015082,83_01755585,-0.50677622
Dapma7bEVm015162,83_01755585,-0.503527324
Dapma7bEVm015011,95_01954538,-0.505862563
Dapma7bEVm015017,95_01954538,-0.507810151
Dapma7bEVm015051,95_01954538,-0.514513011
Dapma7bEVm015053,95_01954538,-0.52978878
Dapma7bEVm015067,95_01954538,-0.525846082
Dapma7bEVm015081,95_01954538,-0.535843171
Dapma7bEVm015082,95_01954538,-0.527144569
Dapma7bEVm015162,95_01954538,-0.542765353
Dapma7bEVm015167,95_01954538,-0.504648101
Dapma7bEVm014954,96_03006329,-0.511152953
Dapma7bEVm015011,96_03006329,-0.503088117
Dapma7bEVm015051,96_03006329,-0.515847266
Dapma7bEVm015052,96_03006329,-0.516991794
Dapma7bEVm015053,96_03006329,-0.53582262
Dapma7bEVm015067,96_03006329,-0.524359733
Dapma7bEVm015081,96_03006329,-0.515814731
Dapma7bEVm015082,96_03006329,-0.541836297
Dapma7bEVm015167,96_03006329,-0.506930673
Dapma7bEVm014954,102_0224628,-0.5242651
Dapma7bEVm015011,102_0224628,-0.525637374
Dapma7bEVm015017,102_0224628,-0.505705719
Dapma7bEVm015051,102_0224628,-0.528000501
Dapma7bEVm015052,102_0224628,-0.504877336
Dapma7bEVm015053,102_0224628,-0.56142323
Dapma7bEVm015067,102_0224628,-0.537828174
Dapma7bEVm015081,102_0224628,-0.557544335
Dapma7bEVm015082,102_0224628,-0.553649606
Dapma7bEVm015162,102_0224628,-0.554613382
Dapma7bEVm015167,102_0224628,-0.534830417
Dapma7bEVm014954,104_0098431,-0.559048415
Dapma7bEVm014982,104_0098431,-0.508298254
Dapma7bEVm015011,104_0098431,-0.557166231
Dapma7bEVm015017,104_0098431,-0.507397451
Dapma7bEVm015023,104_0098431,-0.504955757
Dapma7bEVm015039,104_0098431,-0.588025819
Dapma7bEVm015046,104_0098431,-0.507799669
Dapma7bEVm015051,104_0098431,-0.543592708
Dapma7bEVm015053,104_0098431,-0.518291295
Dapma7bEVm015067,104_0098431,-0.5614322
Dapma7bEVm015081,104_0098431,-0.527213101
Dapma7bEVm015082,104_0098431,-0.546656708
Dapma7bEVm015162,104_0098431,-0.533547719
Dapma7bEVm015167,104_0098431,-0.526213863
Dapma7bEVm014954,107_0080423,-0.559202845
Dapma7bEVm015011,107_0080423,-0.560770006
Dapma7bEVm015017,107_0080423,-0.532750768
Dapma7bEVm015023,107_0080423,-0.500055881
Dapma7bEVm015039,107_0080423,-0.558657911
Dapma7bEVm015051,107_0080423,-0.536390038
Dapma7bEVm015053,107_0080423,-0.540817544
Dapma7bEVm015067,107_0080423,-0.570469455
Dapma7bEVm015081,107_0080423,-0.559790214
Dapma7bEVm015082,107_0080423,-0.552497337
Dapma7bEVm015162,107_0080423,-0.567390328
Dapma7bEVm015167,107_0080423,-0.538607992
Dapma7bEVm014954,107_0377404,-0.514546816
Dapma7bEVm015053,107_0377404,-0.511233453
Dapma7bEVm015082,107_0377404,-0.511997539
Dapma7bEVm014954,115_9888848,-0.510300613
Dapma7bEVm015039,115_9888848,-0.514235382
Dapma7bEVm014954,121_0235785,-0.547083284
Dapma7bEVm015011,121_0235785,-0.560938662
Dapma7bEVm015017,121_0235785,-0.50187425
Dapma7bEVm015039,121_0235785,-0.566279655
Dapma7bEVm015046,121_0235785,-0.500343628
Dapma7bEVm015051,121_0235785,-0.536022366
Dapma7bEVm015053,121_0235785,-0.52646063
Dapma7bEVm015067,121_0235785,-0.545524532
Dapma7bEVm015081,121_0235785,-0.525177156
Dapma7bEVm015082,121_0235785,-0.537671338
Dapma7bEVm015162,121_0235785,-0.534207242
Dapma7bEVm015167,121_0235785,-0.528028244
Dapma7bEVm014954,121_9938554,-0.550792206
Dapma7bEVm015011,121_9938554,-0.543379344
Dapma7bEVm015017,121_9938554,-0.517495755
Dapma7bEVm015023,121_9938554,-0.526644102
Dapma7bEVm015039,121_9938554,-0.540069498
Dapma7bEVm015051,121_9938554,-0.525802055
Dapma7bEVm015053,121_9938554,-0.525397122
Dapma7bEVm015067,121_9938554,-0.560849874
Dapma7bEVm015081,121_9938554,-0.5395581
Dapma7bEVm015082,121_9938554,-0.538886166
Dapma7bEVm015162,121_9938554,-0.505000113
Dapma7bEVm015167,121_9938554,-0.547652115
Dapma7bEVm014954,137_0297468,-0.521122135
Dapma7bEVm015011,137_0297468,-0.533596681
Dapma7bEVm015039,137_0297468,-0.555082578
Dapma7bEVm015051,137_0297468,-0.52509756
Dapma7bEVm015067,137_0297468,-0.530325135
Dapma7bEVm015081,137_0297468,-0.502179896
Dapma7bEVm015082,137_0297468,-0.51114437
Dapma7bEVm015162,137_0297468,-0.506361536
Dapma7bEVm015167,137_0297468,-0.50909313
Dapma7bEVm014954,138_9643966,-0.502264709
Dapma7bEVm015011,138_9643966,-0.525529137
Dapma7bEVm015017,138_9643966,-0.518841613
Dapma7bEVm015023,138_9643966,-0.504414353
Dapma7bEVm015067,138_9643966,-0.534141216
Dapma7bEVm015167,138_9643966,-0.511896629
Dapma7bEVm014954,148_0150336,-0.528319599
Dapma7bEVm015011,148_0150336,-0.552134784
Dapma7bEVm015017,148_0150336,-0.501379592
Dapma7bEVm015039,148_0150336,-0.546640647
Dapma7bEVm015046,148_0150336,-0.501325395
Dapma7bEVm015051,148_0150336,-0.540819029
Dapma7bEVm015053,148_0150336,-0.523031825
Dapma7bEVm015067,148_0150336,-0.535757168
Dapma7bEVm015081,148_0150336,-0.513149139
Dapma7bEVm015082,148_0150336,-0.545582639
Dapma7bEVm015162,148_0150336,-0.519841254
Dapma7bEVm015167,148_0150336,-0.53640224
Dapma7bEVm015053,148_0514309,-0.505099243
Dapma7bEVm015082,148_0514309,-0.501020675
Dapma7bEVm014954,151_045681,-0.512505418
Dapma7bEVm015039,151_045681,-0.506668118
Dapma7bEVm015082,151_045681,-0.510169332
Dapma7bEVm014954,155_0558511,-0.560314108
Dapma7bEVm015011,155_0558511,-0.535603127
Dapma7bEVm015017,155_0558511,-0.508312657
Dapma7bEVm015039,155_0558511,-0.604715399
Dapma7bEVm015046,155_0558511,-0.510355542
Dapma7bEVm015051,155_0558511,-0.526296996
Dapma7bEVm015052,155_0558511,-0.507890116
Dapma7bEVm015053,155_0558511,-0.548796349
Dapma7bEVm015067,155_0558511,-0.55920375
Dapma7bEVm015081,155_0558511,-0.56374274
Dapma7bEVm015082,155_0558511,-0.578807306
Dapma7bEVm015162,155_0558511,-0.536247659
Dapma7bEVm015167,155_0558511,-0.550229711
Dapma7bEVm015067,156_9753322,-0.510221237
Dapma7bEVm014954,158_0304838,-0.616993527
Dapma7bEVm014982,158_0304838,-0.51085591
Dapma7bEVm015011,158_0304838,-0.584802988
Dapma7bEVm015017,158_0304838,-0.557907097
Dapma7bEVm015023,158_0304838,-0.553068533
Dapma7bEVm015029,158_0304838,-0.514829154
Dapma7bEVm015039,158_0304838,-0.588714099
Dapma7bEVm015046,158_0304838,-0.562590354
Dapma7bEVm015051,158_0304838,-0.573126322
Dapma7bEVm015052,158_0304838,-0.542489169
Dapma7bEVm015053,158_0304838,-0.599117481
Dapma7bEVm015067,158_0304838,-0.593943569
Dapma7bEVm015081,158_0304838,-0.592082317
Dapma7bEVm015082,158_0304838,-0.604323683
Dapma7bEVm015083,158_0304838,-0.520343521
Dapma7bEVm015162,158_0304838,-0.615230388
Dapma7bEVm015167,158_0304838,-0.573753177
Dapma7bEVm015039,170_9458073,-0.511758846
Dapma7bEVm014954,170_9910212,-0.509047028
Dapma7bEVm014954,173_0664584,-0.505314112
Dapma7bEVm015039,173_0664584,-0.523362255
Dapma7bEVm015067,173_0664584,-0.501432502
Dapma7bEVm015081,173_0664584,-0.508714511
Dapma7bEVm015082,173_0664584,-0.515564769
Dapma7bEVm014954,182_9630109,-0.600436359
Dapma7bEVm014982,182_9630109,-0.576792475
Dapma7bEVm015011,182_9630109,-0.620321038
Dapma7bEVm015017,182_9630109,-0.595311652
Dapma7bEVm015023,182_9630109,-0.582817707
Dapma7bEVm015029,182_9630109,-0.541840782
Dapma7bEVm015039,182_9630109,-0.624944582
Dapma7bEVm015046,182_9630109,-0.569630493
Dapma7bEVm015051,182_9630109,-0.606191991
Dapma7bEVm015052,182_9630109,-0.552638924
Dapma7bEVm015053,182_9630109,-0.596203938
Dapma7bEVm015067,182_9630109,-0.630613961
Dapma7bEVm015081,182_9630109,-0.588333582
Dapma7bEVm015082,182_9630109,-0.608168422
Dapma7bEVm015162,182_9630109,-0.600269887
Dapma7bEVm015167,182_9630109,-0.602226342
Dapma7bEVm014954,183_9638,-0.588503887
Dapma7bEVm014982,183_9638,-0.579350199
Dapma7bEVm015011,183_9638,-0.608125709
Dapma7bEVm015017,183_9638,-0.582085615
Dapma7bEVm015023,183_9638,-0.57536268
Dapma7bEVm015029,183_9638,-0.5364872
Dapma7bEVm015039,183_9638,-0.622465295
Dapma7bEVm015046,183_9638,-0.56851126
Dapma7bEVm015051,183_9638,-0.60643767
Dapma7bEVm015052,183_9638,-0.543705132
Dapma7bEVm015053,183_9638,-0.592995964
Dapma7bEVm015067,183_9638,-0.628705984
Dapma7bEVm015081,183_9638,-0.587100984
Dapma7bEVm015082,183_9638,-0.602191749
Dapma7bEVm015162,183_9638,-0.587155411
Dapma7bEVm015167,183_9638,-0.596320666
Dapma7bEVm014954,184_9605497,-0.590561444
Dapma7bEVm014982,184_9605497,-0.578046195
Dapma7bEVm015011,184_9605497,-0.60647741
Dapma7bEVm015017,184_9605497,-0.583030368
Dapma7bEVm015023,184_9605497,-0.575393916
Dapma7bEVm015029,184_9605497,-0.537031771
Dapma7bEVm015039,184_9605497,-0.61938795
Dapma7bEVm015046,184_9605497,-0.568509409
Dapma7bEVm015051,184_9605497,-0.605115223
Dapma7bEVm015052,184_9605497,-0.541501163
Dapma7bEVm015053,184_9605497,-0.590284867
Dapma7bEVm015067,184_9605497,-0.626145326
Dapma7bEVm015081,184_9605497,-0.587628523
Dapma7bEVm015082,184_9605497,-0.601441464
Dapma7bEVm015162,184_9605497,-0.588230745
Dapma7bEVm015167,184_9605497,-0.596945824
Dapma7bEVm014954,186_0616645,-0.600636337
Dapma7bEVm014982,186_0616645,-0.554537676
Dapma7bEVm015011,186_0616645,-0.602267671
Dapma7bEVm015017,186_0616645,-0.571683024
Dapma7bEVm015023,186_0616645,-0.556114358
Dapma7bEVm015029,186_0616645,-0.52634496
Dapma7bEVm015039,186_0616645,-0.597859204
Dapma7bEVm015046,186_0616645,-0.572645978
Dapma7bEVm015051,186_0616645,-0.6229539
Dapma7bEVm015052,186_0616645,-0.587723812
Dapma7bEVm015053,186_0616645,-0.598577859
Dapma7bEVm015067,186_0616645,-0.621152346
Dapma7bEVm015081,186_0616645,-0.590613356
Dapma7bEVm015082,186_0616645,-0.615647229
Dapma7bEVm015162,186_0616645,-0.603522495
Dapma7bEVm015167,186_0616645,-0.616422757
Dapma7bEVm014954,188_0409255,-0.565991456
Dapma7bEVm014982,188_0409255,-0.529981095
Dapma7bEVm015011,188_0409255,-0.608443036
Dapma7bEVm015017,188_0409255,-0.544046717
Dapma7bEVm015039,188_0409255,-0.524104828
Dapma7bEVm015051,188_0409255,-0.524664838
Dapma7bEVm015052,188_0409255,-0.501905593
Dapma7bEVm015067,188_0409255,-0.545411496
Dapma7bEVm015081,188_0409255,-0.529277704
Dapma7bEVm015082,188_0409255,-0.534149604
Dapma7bEVm015162,188_0409255,-0.579646108
Dapma7bEVm015167,188_0409255,-0.534946119
Dapma7bEVm014954,192_0450049,0.509641523
Dapma7bEVm015052,197_0663502,-0.506170013
Dapma7bEVm015082,197_0663502,-0.505111227
Dapma7bEVm014954,200_0772426,-0.655055848
Dapma7bEVm014982,200_0772426,-0.595615255
Dapma7bEVm015011,200_0772426,-0.682408023
Dapma7bEVm015017,200_0772426,-0.669505692
Dapma7bEVm015023,200_0772426,-0.660851952
Dapma7bEVm015029,200_0772426,-0.635499025
Dapma7bEVm015039,200_0772426,-0.619647783
Dapma7bEVm015046,200_0772426,-0.65730296
Dapma7bEVm015051,200_0772426,-0.687765468
Dapma7bEVm015052,200_0772426,-0.631052087
Dapma7bEVm015053,200_0772426,-0.661845485
Dapma7bEVm015067,200_0772426,-0.667529977
Dapma7bEVm015081,200_0772426,-0.671648404
Dapma7bEVm015082,200_0772426,-0.673438535
Dapma7bEVm015083,200_0772426,-0.57832131
Dapma7bEVm015084,200_0772426,-0.553901964
Dapma7bEVm015162,200_0772426,-0.685218212
Dapma7bEVm015167,200_0772426,-0.673899893
Dapma7bEVm014954,200_9735111,-0.594203232
Dapma7bEVm014982,200_9735111,-0.573821745
Dapma7bEVm015011,200_9735111,-0.62189385
Dapma7bEVm015017,200_9735111,-0.592838624
Dapma7bEVm015023,200_9735111,-0.577866144
Dapma7bEVm015029,200_9735111,-0.541002549
Dapma7bEVm015039,200_9735111,-0.619746816
Dapma7bEVm015046,200_9735111,-0.566282704
Dapma7bEVm015051,200_9735111,-0.601407546
Dapma7bEVm015052,200_9735111,-0.550722914
Dapma7bEVm015053,200_9735111,-0.58728734
Dapma7bEVm015067,200_9735111,-0.624663337
Dapma7bEVm015081,200_9735111,-0.586041468
Dapma7bEVm015082,200_9735111,-0.602600292
Dapma7bEVm015162,200_9735111,-0.606767944
Dapma7bEVm015167,200_9735111,-0.597073902
Dapma7bEVm014954,201_9743187,-0.595511862
Dapma7bEVm014982,201_9743187,-0.584636568
Dapma7bEVm015011,201_9743187,-0.608801511
Dapma7bEVm015017,201_9743187,-0.586026482
Dapma7bEVm015023,201_9743187,-0.57948954
Dapma7bEVm015029,201_9743187,-0.541542847
Dapma7bEVm015039,201_9743187,-0.626529435
Dapma7bEVm015046,201_9743187,-0.573462256
Dapma7bEVm015051,201_9743187,-0.610157945
Dapma7bEVm015052,201_9743187,-0.543017305
Dapma7bEVm015053,201_9743187,-0.594992407
Dapma7bEVm015067,201_9743187,-0.633312322
Dapma7bEVm015081,201_9743187,-0.591097035
Dapma7bEVm015082,201_9743187,-0.60323796
Dapma7bEVm015162,201_9743187,-0.593870487
Dapma7bEVm015167,201_9743187,-0.599119736
Dapma7bEVm014954,202_0565338,-0.50469408
Dapma7bEVm015011,202_0565338,-0.530086063
Dapma7bEVm015039,202_0565338,-0.512958185
Dapma7bEVm015039,204_8970692,-0.511967713
Dapma7bEVm015011,206_9224264,-0.50767307
Dapma7bEVm014954,211_0849944,0.544741565
Dapma7bEVm015039,211_0849944,0.506020646
Dapma7bEVm015082,211_0849944,0.506312731
Dapma7bEVm014954,213_0015638,-0.52682087
Dapma7bEVm015011,213_0015638,-0.510653566
Dapma7bEVm015052,213_0015638,-0.51737387
Dapma7bEVm015067,213_0015638,-0.522065546
Dapma7bEVm015081,213_0015638,-0.50476713
Dapma7bEVm015082,213_0015638,-0.503819377
Dapma7bEVm015167,213_0015638,-0.500704862
Dapma7bEVm014954,214_9893542,-0.568369231
Dapma7bEVm014982,214_9893542,-0.566109316
Dapma7bEVm015011,214_9893542,-0.596091294
Dapma7bEVm015017,214_9893542,-0.564184704
Dapma7bEVm015023,214_9893542,-0.557471401
Dapma7bEVm015029,214_9893542,-0.520801474
Dapma7bEVm015039,214_9893542,-0.62321503
Dapma7bEVm015046,214_9893542,-0.556922161
Dapma7bEVm015051,214_9893542,-0.58733246
Dapma7bEVm015052,214_9893542,-0.528186661
Dapma7bEVm015053,214_9893542,-0.555973793
Dapma7bEVm015067,214_9893542,-0.599609712
Dapma7bEVm015081,214_9893542,-0.547818524
Dapma7bEVm015082,214_9893542,-0.570251754
Dapma7bEVm015162,214_9893542,-0.56245416
Dapma7bEVm015167,214_9893542,-0.56777617
Dapma7bEVm014954,215_0519749,-0.532065863
Dapma7bEVm014982,215_0519749,-0.526692771
Dapma7bEVm015011,215_0519749,-0.594170049
Dapma7bEVm015017,215_0519749,-0.553317726
Dapma7bEVm015023,215_0519749,-0.517233834
Dapma7bEVm015029,215_0519749,-0.501539129
Dapma7bEVm015039,215_0519749,-0.574696451
Dapma7bEVm015051,215_0519749,-0.553550829
Dapma7bEVm015053,215_0519749,-0.522499793
Dapma7bEVm015067,215_0519749,-0.536397667
Dapma7bEVm015081,215_0519749,-0.527163957
Dapma7bEVm015082,215_0519749,-0.535278333
Dapma7bEVm015162,215_0519749,-0.600056377
Dapma7bEVm015167,215_0519749,-0.53684301
Dapma7bEVm014954,215_0771164,-0.516730959
Dapma7bEVm015039,215_0771164,-0.505831574
Dapma7bEVm015081,215_0771164,-0.506437184
Dapma7bEVm015082,215_0771164,-0.50804197
Dapma7bEVm015039,215_9903209,-0.535269963
Dapma7bEVm014954,218_9844358,-0.573732862
Dapma7bEVm014982,218_9844358,-0.5628151
Dapma7bEVm015011,218_9844358,-0.586051767
Dapma7bEVm015017,218_9844358,-0.565265307
Dapma7bEVm015023,218_9844358,-0.549954939
Dapma7bEVm015029,218_9844358,-0.518959701
Dapma7bEVm015039,218_9844358,-0.614541214
Dapma7bEVm015046,218_9844358,-0.549245832
Dapma7bEVm015051,218_9844358,-0.587720423
Dapma7bEVm015052,218_9844358,-0.523519987
Dapma7bEVm015053,218_9844358,-0.577228115
Dapma7bEVm015067,218_9844358,-0.616904019
Dapma7bEVm015081,218_9844358,-0.573032148
Dapma7bEVm015082,218_9844358,-0.585126091
Dapma7bEVm015162,218_9844358,-0.575551517
Dapma7bEVm015167,218_9844358,-0.580556364
Dapma7bEVm015039,221_0667164,-0.520845137
Dapma7bEVm015039,233_000086,-0.509358006
Dapma7bEVm015039,234_9424007,-0.512961973
Dapma7bEVm015039,235_9391696,-0.520989956
Dapma7bEVm015052,237_0980027,-0.50284032
Dapma7bEVm015053,237_0980027,-0.50103523
Dapma7bEVm015082,237_0980027,-0.513746247
Dapma7bEVm014954,264_0772566,-0.562643767
Dapma7bEVm014982,264_0772566,-0.525812843
Dapma7bEVm015011,264_0772566,-0.60351755
Dapma7bEVm015017,264_0772566,-0.5765471
Dapma7bEVm015023,264_0772566,-0.545261828
Dapma7bEVm015029,264_0772566,-0.540515735
Dapma7bEVm015039,264_0772566,-0.541310341
Dapma7bEVm015046,264_0772566,-0.529545516
Dapma7bEVm015051,264_0772566,-0.535235401
Dapma7bEVm015053,264_0772566,-0.521852299
Dapma7bEVm015067,264_0772566,-0.573192688
Dapma7bEVm015081,264_0772566,-0.532073711
Dapma7bEVm015082,264_0772566,-0.521821758
Dapma7bEVm015102,264_0772566,-0.50063012
Dapma7bEVm015162,264_0772566,-0.56658001
Dapma7bEVm015167,264_0772566,-0.524749958
Dapma7bEVm014951,266_0343253,0.50124314
Dapma7bEVm015014,266_0343253,0.531411312
Dapma7bEVm015119,266_0343253,0.512830456
Dapma7bEVm015211,266_0343253,0.556775527
Dapma7bEVm015039,284_9261837,-0.512057767
Dapma7bEVm014954,285_0828087,-0.603556087
Dapma7bEVm014982,285_0828087,-0.511266607
Dapma7bEVm015011,285_0828087,-0.546603301
Dapma7bEVm015017,285_0828087,-0.510229153
Dapma7bEVm015039,285_0828087,-0.567689288
Dapma7bEVm015051,285_0828087,-0.532095775
Dapma7bEVm015053,285_0828087,-0.554277973
Dapma7bEVm015067,285_0828087,-0.560338357
Dapma7bEVm015081,285_0828087,-0.570730609
Dapma7bEVm015082,285_0828087,-0.575850557
Dapma7bEVm015162,285_0828087,-0.567316428
Dapma7bEVm015167,285_0828087,-0.554986412
Dapma7bEVm014954,295_1066289,-0.502485729
Dapma7bEVm014954,304_0175702,0.500901158
Dapma7bEVm015039,326_0856092,-0.50223408
Dapma7bEVm014982,370_0403345,-0.506369277
Dapma7bEVm015011,370_0403345,-0.531443499
Dapma7bEVm015039,370_0403345,-0.551630885
Dapma7bEVm015067,370_0403345,-0.511026165
Dapma7bEVm014954,144_9980713,-0.53404107
Dapma7bEVm015011,144_9980713,-0.516833108
Dapma7bEVm015039,144_9980713,-0.50367242
Dapma7bEVm015051,144_9980713,-0.533036536
Dapma7bEVm015053,144_9980713,-0.515570152
Dapma7bEVm015067,144_9980713,-0.531763126
Dapma7bEVm015081,144_9980713,-0.518706041
Dapma7bEVm015082,144_9980713,-0.535216945
Dapma7bEVm015167,144_9980713,-0.519737774
Dapma7bEVm015067,162_963925,-0.507702283
Dapma7bEVm015067,178_9770747,-0.507395271
Dapma7bEVm015119,180_0641465,0.553368657
Dapma7bEVm015211,180_0641465,0.594760405
Dapma7bEVm014954,202_0234296,-0.520066982
Dapma7bEVm015011,202_0234296,-0.540395555
Dapma7bEVm015017,202_0234296,-0.513723642
Dapma7bEVm015039,202_0234296,-0.579937001
Dapma7bEVm015051,202_0234296,-0.512337185
Dapma7bEVm015067,202_0234296,-0.539334318
Dapma7bEVm015081,202_0234296,-0.516377158
Dapma7bEVm015082,202_0234296,-0.527736477
Dapma7bEVm015162,202_0234296,-0.519353519
Dapma7bEVm015167,202_0234296,-0.523312599
Dapma7bEVm015119,202_0471853,0.511975767
Dapma7bEVm015211,202_0471853,0.561005889
Dapma7bEVm014954,203_0200539,-0.53382142
Dapma7bEVm015011,203_0200539,-0.557802666
Dapma7bEVm015017,203_0200539,-0.529195751
Dapma7bEVm015023,203_0200539,-0.503926837
Dapma7bEVm015039,203_0200539,-0.594841122
Dapma7bEVm015051,203_0200539,-0.523659954
Dapma7bEVm015053,203_0200539,-0.510799629
Dapma7bEVm015067,203_0200539,-0.564673002
Dapma7bEVm015081,203_0200539,-0.528218616
Dapma7bEVm015082,203_0200539,-0.543717806
Dapma7bEVm015162,203_0200539,-0.520136518
Dapma7bEVm015167,203_0200539,-0.543242639
Dapma7bEVm014954,203_0281616,-0.548255433
Dapma7bEVm014982,203_0281616,-0.506475921
Dapma7bEVm015011,203_0281616,-0.561061517
Dapma7bEVm015017,203_0281616,-0.539506523
Dapma7bEVm015023,203_0281616,-0.507192629
Dapma7bEVm015039,203_0281616,-0.595832302
Dapma7bEVm015046,203_0281616,-0.506044074
Dapma7bEVm015051,203_0281616,-0.529623575
Dapma7bEVm015053,203_0281616,-0.525899088
Dapma7bEVm015067,203_0281616,-0.578090091
Dapma7bEVm015081,203_0281616,-0.538901073
Dapma7bEVm015082,203_0281616,-0.55662377
Dapma7bEVm015162,203_0281616,-0.525729891
Dapma7bEVm015167,203_0281616,-0.546791541
Dapma7bEVm014954,204_0250246,-0.508047901
Dapma7bEVm015011,204_0250246,-0.518929353
Dapma7bEVm015039,204_0250246,-0.573798685
Dapma7bEVm015067,204_0250246,-0.537504978
Dapma7bEVm015082,204_0250246,-0.514405333
Dapma7bEVm015167,204_0250246,-0.511661634
Dapma7bEVm014954,210_0245447,-0.553623461
Dapma7bEVm014982,210_0245447,-0.512028344
Dapma7bEVm015011,210_0245447,-0.58566373
Dapma7bEVm015017,210_0245447,-0.554788135
Dapma7bEVm015023,210_0245447,-0.502140297
Dapma7bEVm015039,210_0245447,-0.579721227
Dapma7bEVm015046,210_0245447,-0.50907862
Dapma7bEVm015051,210_0245447,-0.526915562
Dapma7bEVm015053,210_0245447,-0.531439686
Dapma7bEVm015067,210_0245447,-0.551791726
Dapma7bEVm015081,210_0245447,-0.531870353
Dapma7bEVm015082,210_0245447,-0.537297297
Dapma7bEVm015162,210_0245447,-0.582125205
Dapma7bEVm015167,210_0245447,-0.524895768
Dapma7bEVm014954,228_0363422,-0.552180978
Dapma7bEVm015011,228_0363422,-0.583389685
Dapma7bEVm015017,228_0363422,-0.547500598
Dapma7bEVm015039,228_0363422,-0.586704318
Dapma7bEVm015046,228_0363422,-0.507786765
Dapma7bEVm015051,228_0363422,-0.512512136
Dapma7bEVm015053,228_0363422,-0.522163219
Dapma7bEVm015067,228_0363422,-0.539921238
Dapma7bEVm015081,228_0363422,-0.532966732
Dapma7bEVm015082,228_0363422,-0.535911023
Dapma7bEVm015162,228_0363422,-0.586581537
Dapma7bEVm015167,228_0363422,-0.521514186
Dapma7bEVm014954,230_0520209,-0.564438298
Dapma7bEVm014982,230_0520209,-0.510285094
Dapma7bEVm015011,230_0520209,-0.586847189
Dapma7bEVm015017,230_0520209,-0.544351683
Dapma7bEVm015023,230_0520209,-0.503437523
Dapma7bEVm015039,230_0520209,-0.571625924
Dapma7bEVm015046,230_0520209,-0.516324646
Dapma7bEVm015051,230_0520209,-0.531110753
Dapma7bEVm015053,230_0520209,-0.549450663
Dapma7bEVm015067,230_0520209,-0.55461724
Dapma7bEVm015081,230_0520209,-0.544810168
Dapma7bEVm015082,230_0520209,-0.553023948
Dapma7bEVm015162,230_0520209,-0.585809642
Dapma7bEVm015167,230_0520209,-0.530442068
Dapma7bEVm014954,236_0525828,-0.537258622
Dapma7bEVm014982,236_0525828,-0.515711389
Dapma7bEVm015011,236_0525828,-0.564638255
Dapma7bEVm015017,236_0525828,-0.559239397
Dapma7bEVm015023,236_0525828,-0.523291818
Dapma7bEVm015039,236_0525828,-0.576227948
Dapma7bEVm015046,236_0525828,-0.517967602
Dapma7bEVm015051,236_0525828,-0.535316385
Dapma7bEVm015053,236_0525828,-0.54303179
Dapma7bEVm015067,236_0525828,-0.568399816
Dapma7bEVm015081,236_0525828,-0.54021695
Dapma7bEVm015082,236_0525828,-0.544624849
Dapma7bEVm015162,236_0525828,-0.515240612
Dapma7bEVm015167,236_0525828,-0.547773207
Dapma7bEVm014965,241_0305254,0.516453997
Dapma7bEVm015014,241_0305254,0.584004447
Dapma7bEVm015027,241_0305254,0.503992573
Dapma7bEVm015060,241_0305254,0.584299527
Dapma7bEVm015116,241_0305254,0.513065116
Dapma7bEVm015130,241_0305254,0.530560415
Dapma7bEVm015132,241_0305254,0.557013081
Dapma7bEVm015157,241_0305254,0.50096365
Dapma7bEVm015197,241_0305254,0.506214371
